Nome Carta,Numero Carta,Prezzo,Info Holo,Rarità,Edition,Set
Togepi,50/109, 29.05,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Cubone,51/109, 2.09,Non-Holo,Common,Unlimited,Team Rocket Returns
Cubone,51/109, 15.00,Reverse Holo,Common,Unlimited,Team Rocket Returns
Dratini,52/109, 1.39,Non-Holo,Common,Unlimited,Team Rocket Returns
Dratini,52/109, 14.66,Reverse Holo,Common,Unlimited,Team Rocket Returns
Dratini,53/109, 2.89,Non-Holo,Common,Unlimited,Team Rocket Returns
Dratini,53/109, 24.52,Reverse Holo,Common,Unlimited,Team Rocket Returns
Drowzee,54/109, 1.55,Non-Holo,Common,Unlimited,Team Rocket Returns
Drowzee,54/109, 7.30,Reverse Holo,Common,Unlimited,Team Rocket Returns
Ekans,55/109, 1.50,Non-Holo,Common,Unlimited,Team Rocket Returns
Ekans,55/109, 9.80,Reverse Holo,Common,Unlimited,Team Rocket Returns
Grimer,56/109, 0.97,Non-Holo,Common,Unlimited,Team Rocket Returns
Grimer,56/109, 6.36,Reverse Holo,Common,Unlimited,Team Rocket Returns
Hoppip,57/109, 2.89,Non-Holo,Common,Unlimited,Team Rocket Returns
Hoppip,57/109, 6.50,Reverse Holo,Common,Unlimited,Team Rocket Returns
Horsea,58/109, 0.70,Non-Holo,Common,Unlimited,Team Rocket Returns
Horsea,58/109, 4.71,Reverse Holo,Common,Unlimited,Team Rocket Returns
Houndour,59/109, 1.39,Non-Holo,Common,Unlimited,Team Rocket Returns
Houndour,59/109, 17.99,Reverse Holo,Common,Unlimited,Team Rocket Returns
Houndour,60/109, 4.00,Non-Holo,Common,Unlimited,Team Rocket Returns
Houndour,60/109, 17.04,Reverse Holo,Common,Unlimited,Team Rocket Returns
Koffing,61/109, 0.99,Non-Holo,Common,Unlimited,Team Rocket Returns
Koffing,61/109, 9.64,Reverse Holo,Common,Unlimited,Team Rocket Returns
Larvitar,62/109, 0.68,Non-Holo,Common,Unlimited,Team Rocket Returns
Larvitar,62/109, 4.04,Reverse Holo,Common,Unlimited,Team Rocket Returns
Larvitar,63/109, 2.30,Non-Holo,Common,Unlimited,Team Rocket Returns
Larvitar,63/109, 34.10,Reverse Holo,Common,Unlimited,Team Rocket Returns
Ledyba,64/109, 0.60,Non-Holo,Common,Unlimited,Team Rocket Returns
Ledyba,64/109, 5.52,Reverse Holo,Common,Unlimited,Team Rocket Returns
Magikarp,65/109, 3.98,Non-Holo,Common,Unlimited,Team Rocket Returns
Magikarp,65/109, 29.00,Reverse Holo,Common,Unlimited,Team Rocket Returns
Magnemite,66/109, 0.93,Non-Holo,Common,Unlimited,Team Rocket Returns
Magnemite,66/109, 9.77,Reverse Holo,Common,Unlimited,Team Rocket Returns
Mareep,67/109, 1.04,Non-Holo,Common,Unlimited,Team Rocket Returns
Mareep,67/109, 6.50,Reverse Holo,Common,Unlimited,Team Rocket Returns
Marill,68/109, 1.79,Non-Holo,Common,Unlimited,Team Rocket Returns
Marill,68/109, 9.33,Reverse Holo,Common,Unlimited,Team Rocket Returns
Onix,69/109, 1.55,Non-Holo,Common,Unlimited,Team Rocket Returns
Onix,69/109, 8.77,Reverse Holo,Common,Unlimited,Team Rocket Returns
Psyduck,70/109, 3.52,Non-Holo,Common,Unlimited,Team Rocket Returns
Psyduck,70/109, 29.04,Reverse Holo,Common,Unlimited,Team Rocket Returns
Rattata,71/109, 0.54,Non-Holo,Common,Unlimited,Team Rocket Returns
Rattata,71/109, 11.04,Reverse Holo,Common,Unlimited,Team Rocket Returns
Rattata,72/109, 2.00,Non-Holo,Common,Unlimited,Team Rocket Returns
Rattata,72/109, 12.54,Reverse Holo,Common,Unlimited,Team Rocket Returns
Remoraid,73/109, 1.29,Non-Holo,Common,Unlimited,Team Rocket Returns
Remoraid,73/109, 10.50,Reverse Holo,Common,Unlimited,Team Rocket Returns
Sandshrew,74/109, 1.69,Non-Holo,Common,Unlimited,Team Rocket Returns
Sandshrew,74/109, 4.04,Reverse Holo,Common,Unlimited,Team Rocket Returns
Sentret,75/109, 1.25,Non-Holo,Common,Unlimited,Team Rocket Returns
Sentret,75/109, 6.04,Reverse Holo,Common,Unlimited,Team Rocket Returns
Slowpoke,76/109, 1.42,Non-Holo,Common,Unlimited,Team Rocket Returns
Slowpoke,76/109, 29.04,Reverse Holo,Common,Unlimited,Team Rocket Returns
Slugma,77/109, 2.25,Non-Holo,Common,Unlimited,Team Rocket Returns
Slugma,77/109, 9.00,Reverse Holo,Common,Unlimited,Team Rocket Returns
Spinarak,78/109, 0.99,Non-Holo,Common,Unlimited,Team Rocket Returns
Spinarak,78/109, 4.34,Reverse Holo,Common,Unlimited,Team Rocket Returns
Swinub,79/109, 0.99,Non-Holo,Common,Unlimited,Team Rocket Returns
Swinub,79/109, 10.02,Reverse Holo,Common,Unlimited,Team Rocket Returns
Voltorb,80/109, 1.34,Non-Holo,Common,Unlimited,Team Rocket Returns
Voltorb,80/109, 11.60,Reverse Holo,Common,Unlimited,Team Rocket Returns
Wooper,81/109, 1.74,Non-Holo,Common,Unlimited,Team Rocket Returns
Wooper,81/109, 11.00,Reverse Holo,Common,Unlimited,Team Rocket Returns
Zubat,82/109, 1.00,Non-Holo,Common,Unlimited,Team Rocket Returns
Zubat,82/109, 4.66,Reverse Holo,Common,Unlimited,Team Rocket Returns
Copycat,83/109, 5.55,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Copycat,83/109, 19.80,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Pokemon Retriever,84/109, 0.99,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Pokemon Retriever,84/109, 3.04,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Pow! Hand Extension,85/109, 0.79,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Pow! Hand Extension,85/109, 19.99,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Admin.,86/109, 1.08,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Admin.,86/109, 0.44,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Hideout,87/109, 3.04,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Hideout,87/109, 12.95,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Mission,88/109, 1.00,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Mission,88/109, 31.00,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Poke Ball,89/109, 0.99,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Poke Ball,89/109, 14.05,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Tricky Gym,90/109, 10.99,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Tricky Gym,90/109, 8.54,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Surprise! Time Machine,91/109, 6.05,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Surprise! Time Machine,91/109, 7.05,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Swoop! Teleporter,92/109, 0.79,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Swoop! Teleporter,92/109, 13.55,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Venture Bomb,93/109, 2.75,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Venture Bomb,93/109, 23.00,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Dark Metal Energy,94/109, 0.79,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
Dark Metal Energy,94/109, 2.29,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
R Energy,95/109, 3.78,Non-Holo,Uncommon,Unlimited,Team Rocket Returns
R Energy,95/109, 6.50,Reverse Holo,Uncommon,Unlimited,Team Rocket Returns
Rocket's Articuno ex,96/109, 159,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Entei ex,97/109,NO DATA YET!,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Hitmonchan ex,98/109, 134,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Mewtwo ex,99/109, 139,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Moltres ex,100/109, 157,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Scizor ex,101/109, 49.99,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Scyther ex,102/109, 68.50,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Sneasel ex,103/109, 16.00,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Snorlax ex,104/109, 499,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Suicune ex,105/109, 184,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Rocket's Zapdos ex,106/109, 108,Holo,Rare Holo EX,Unlimited,Team Rocket Returns
Mudkip Star,107/109, 799,Holo,Rare Holo,Unlimited,Team Rocket Returns
Torchic Star,108/109, 51.00,Holo,Rare Holo,Unlimited,Team Rocket Returns
Treecko Star,109/109, 31.00,Holo,Rare Holo,Unlimited,Team Rocket Returns
Charmeleon,110/109, 21.12,Holo,Secret Rare,Unlimited,Team Rocket Returns
Here Comes Team Rocket!,111/109, 78.55,Holo,Secret Rare,Unlimited,Team Rocket Returns
Ampharos,1/132, 1.47,Holo,Rare Holo,Unlimited,Secret Wonders
Ampharos,1/132, 2.95,Non-Holo,Promo,Exclusive,Secret Wonders
Ampharos,1/132, 5.00,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Blastoise,2/132, 59.04,Holo,Rare Holo,Unlimited,Secret Wonders
Blastoise,2/132, 8.62,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Charizard,3/132, 34.38,Holo,Rare Holo,Unlimited,Secret Wonders
Charizard,3/132, 49.99,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Entei,4/132, 9.77,Holo,Promo,Cracked Ice Holo,Secret Wonders
Entei,4/132, 5.52,Holo,Rare Holo,Unlimited,Secret Wonders
Entei,4/132, 3.04,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Flygon,5/132, 8.40,Holo,Rare Holo,Unlimited,Secret Wonders
Flygon,5/132, 3.92,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Gallade,6/132, 10.52,Holo,Rare Holo,Unlimited,Secret Wonders
Gallade,6/132, 2.50,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Gardevoir,7/132, 9.99,Holo,Rare Holo,Unlimited,Secret Wonders
Gardevoir,7/132, 14.99,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Gastrodon East Sea,8/132, 8.50,Holo,Rare Holo,Unlimited,Secret Wonders
Gastrodon East Sea,8/132,NO DATA YET!,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Gastrodon West Sea,9/132, 9.04,Holo,Rare Holo,Unlimited,Secret Wonders
Gastrodon West Sea,9/132, 1.10,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Ho-Oh,10/132, 10.89,Holo,Rare Holo,Unlimited,Secret Wonders
Ho-Oh,10/132, 4.20,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Jumpluff,11/132, 6.20,Holo,Rare Holo,Unlimited,Secret Wonders
Jumpluff,11/132, 1.04,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Lickilicky,12/132, 5.50,Holo,Rare Holo,Unlimited,Secret Wonders
Lickilicky,12/132, 0.99,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Ludicolo,13/132, 4.00,Holo,Rare Holo,Unlimited,Secret Wonders
Ludicolo,13/132, 2.70,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Lugia,14/132, 44.37,Holo,Rare Holo,Unlimited,Secret Wonders
Lugia,14/132, 19.55,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Mew,15/132, 3.33,Holo,Rare Holo,Unlimited,Secret Wonders
Mew,15/132, 5.00,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Raikou,16/132, 6.04,Holo,Promo,Cracked Ice Holo,Secret Wonders
Raikou,16/132, 4.00,Holo,Rare Holo,Unlimited,Secret Wonders
Raikou,16/132, 4.05,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Roserade,17/132, 11.04,Holo,Rare Holo,Unlimited,Secret Wonders
Roserade,17/132, 0.72,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Salamence,18/132, 6.50,Holo,Rare Holo,Unlimited,Secret Wonders
Salamence,18/132, 4.55,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Suicune,19/132, 13.74,Holo,Promo,Cracked Ice Holo,Secret Wonders
Suicune,19/132, 15.04,Holo,Rare Holo,Unlimited,Secret Wonders
Suicune,19/132, 9.30,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Venusaur,20/132, 9.62,Holo,Rare Holo,Unlimited,Secret Wonders
Venusaur,20/132, 1.50,Non-Holo,Promo,Exclusive,Secret Wonders
Venusaur,20/132, 6.33,Reverse Holo,Rare Holo,Unlimited,Secret Wonders
Absol,21/132, 8.00,Non-Holo,Rare,Unlimited,Secret Wonders
Absol,21/132, 3.00,Reverse Holo,Rare,Unlimited,Secret Wonders
Arcanine,22/132, 5.00,Non-Holo,Rare,Unlimited,Secret Wonders
Arcanine,22/132, 12.55,Reverse Holo,Rare,Unlimited,Secret Wonders
Banette,23/132, 1.00,Non-Holo,Rare,Unlimited,Secret Wonders
Banette,23/132, 3.04,Reverse Holo,Rare,Unlimited,Secret Wonders
Dugtrio,24/132, 1.55,Non-Holo,Rare,Unlimited,Secret Wonders
Dugtrio,24/132, 3.79,Reverse Holo,Rare,Unlimited,Secret Wonders
Electivire,25/132,NO DATA YET!,Holo,Promo,Cosmos Holo,Secret Wonders
Electivire,25/132, 2.95,Non-Holo,Rare,Unlimited,Secret Wonders
Electivire,25/132, 0.99,Reverse Holo,Rare,Unlimited,Secret Wonders
Electrode,26/132, 0.95,Non-Holo,Rare,Unlimited,Secret Wonders
Electrode,26/132, 2.50,Reverse Holo,Rare,Unlimited,Secret Wonders
Furret,27/132, 1.89,Non-Holo,Rare,Unlimited,Secret Wonders
Furret,27/132, 7.04,Reverse Holo,Rare,Unlimited,Secret Wonders
Golduck,28/132, 2.51,Non-Holo,Rare,Unlimited,Secret Wonders
Golduck,28/132, 3.04,Reverse Holo,Rare,Unlimited,Secret Wonders
Golem,29/132, 0.99,Non-Holo,Rare,Unlimited,Secret Wonders
Golem,29/132, 5.05,Reverse Holo,Rare,Unlimited,Secret Wonders
Jynx,30/132, 2.04,Non-Holo,Rare,Unlimited,Secret Wonders
Jynx,30/132, 1.54,Reverse Holo,Rare,Unlimited,Secret Wonders
Magmortar,31/132,NO DATA YET!,Holo,Promo,Cosmos Holo,Secret Wonders
Magmortar,31/132, 0.89,Non-Holo,Rare,Unlimited,Secret Wonders
Magmortar,31/132, 1.27,Reverse Holo,Rare,Unlimited,Secret Wonders
Minun,32/132, 2.94,Non-Holo,Rare,Unlimited,Secret Wonders
Minun,32/132, 6.04,Reverse Holo,Rare,Unlimited,Secret Wonders
Mothim,33/132, 1.04,Non-Holo,Rare,Unlimited,Secret Wonders
Mothim,33/132, 2.00,Reverse Holo,Rare,Unlimited,Secret Wonders
Nidoking,34/132, 3.22,Non-Holo,Rare,Unlimited,Secret Wonders
Nidoking,34/132, 2.50,Reverse Holo,Rare,Unlimited,Secret Wonders
Pidgeot,35/132, 2.50,Non-Holo,Rare,Unlimited,Secret Wonders
Pidgeot,35/132, 6.55,Reverse Holo,Rare,Unlimited,Secret Wonders
Plusle,36/132, 1.78,Non-Holo,Rare,Unlimited,Secret Wonders
Plusle,36/132, 1.09,Reverse Holo,Rare,Unlimited,Secret Wonders
Sharpedo,37/132, 1.44,Non-Holo,Rare,Unlimited,Secret Wonders
Sharpedo,37/132, 0.96,Reverse Holo,Rare,Unlimited,Secret Wonders
Sunflora,38/132, 1.74,Non-Holo,Rare,Unlimited,Secret Wonders
Sunflora,38/132, 1.74,Reverse Holo,Rare,Unlimited,Secret Wonders
Unown S,39/132, 1.09,Non-Holo,Rare,Unlimited,Secret Wonders
Unown S,39/132, 2.73,Reverse Holo,Rare,Unlimited,Secret Wonders
Weavile,40/132, 0.99,Non-Holo,Promo,Gold Snowflake,Secret Wonders
Weavile,40/132, 4.04,Non-Holo,Rare,Unlimited,Secret Wonders
Weavile,40/132, 1.00,Reverse Holo,Rare,Unlimited,Secret Wonders
Wormadam Plant Cloak,41/132, 1.09,Non-Holo,Rare,Unlimited,Secret Wonders
Wormadam Plant Cloak,41/132, 5.09,Reverse Holo,Rare,Unlimited,Secret Wonders
Wormadam Sandy Cloak,42/132, 2.61,Non-Holo,Rare,Unlimited,Secret Wonders
Wormadam Sandy Cloak,42/132, 1.49,Reverse Holo,Rare,Unlimited,Secret Wonders
Wormadam Trash Cloak,43/132, 2.09,Non-Holo,Rare,Unlimited,Secret Wonders
Wormadam Trash Cloak,43/132, 3.49,Reverse Holo,Rare,Unlimited,Secret Wonders
Xatu,44/132, 1.04,Non-Holo,Rare,Unlimited,Secret Wonders
Xatu,44/132, 1.00,Reverse Holo,Rare,Unlimited,Secret Wonders
Breloom,45/132, 1.60,Non-Holo,Uncommon,Unlimited,Secret Wonders
Breloom,45/132, 3.95,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Charmeleon,46/132, 1.39,Non-Holo,Uncommon,Unlimited,Secret Wonders
Charmeleon,46/132, 7.52,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Cloyster,47/132, 0.41,Non-Holo,Uncommon,Unlimited,Secret Wonders
Cloyster,47/132, 4.79,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Donphan,48/132, 0.50,Non-Holo,Uncommon,Unlimited,Secret Wonders
Donphan,48/132, 2.05,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Farfetch'd,49/132, 0.86,Non-Holo,Uncommon,Unlimited,Secret Wonders
Farfetch'd,49/132, 0.79,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Flaaffy,50/132, 1.69,Non-Holo,Uncommon,Unlimited,Secret Wonders
Flaaffy,50/132,NO DATA YET!,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Ivysaur,51/132, 1.87,Non-Holo,Uncommon,Unlimited,Secret Wonders
Ivysaur,51/132, 6.15,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Kecleon,52/132, 0.77,Non-Holo,Uncommon,Unlimited,Secret Wonders
Kecleon,52/132, 1.40,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Kirlia,53/132, 17.05,Non-Holo,Promo,Prerelease Stamp,Secret Wonders
Kirlia,53/132, 21.85,Non-Holo,Promo,Staff Prerelease,Secret Wonders
Kirlia,53/132, 1.44,Non-Holo,Uncommon,Unlimited,Secret Wonders
Kirlia,53/132, 0.94,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Lombre,54/132, 0.90,Non-Holo,Uncommon,Unlimited,Secret Wonders
Lombre,54/132, 0.84,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Miltank,55/132, 1.61,Non-Holo,Uncommon,Unlimited,Secret Wonders
Miltank,55/132, 5.04,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Muk,56/132, 5.06,Non-Holo,Uncommon,Unlimited,Secret Wonders
Muk,56/132, 1.04,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Nidorino,57/132, 1.44,Non-Holo,Uncommon,Unlimited,Secret Wonders
Nidorino,57/132, 3.04,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Pidgeotto,58/132, 2.20,Non-Holo,Uncommon,Unlimited,Secret Wonders
Pidgeotto,58/132, 0.75,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Pinsir,59/132, 1.55,Non-Holo,Uncommon,Unlimited,Secret Wonders
Pinsir,59/132, 4.09,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Quagsire,60/132, 2.85,Non-Holo,Uncommon,Unlimited,Secret Wonders
Quagsire,60/132, 4.02,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Raticate,61/132, 4.00,Non-Holo,Uncommon,Unlimited,Secret Wonders
Raticate,61/132, 4.24,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Roselia,62/132, 0.99,Non-Holo,Uncommon,Unlimited,Secret Wonders
Roselia,62/132, 2.55,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Sableye,63/132, 1.91,Non-Holo,Uncommon,Unlimited,Secret Wonders
Sableye,63/132, 5.36,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Shelgon,64/132, 2.99,Non-Holo,Uncommon,Unlimited,Secret Wonders
Shelgon,64/132,NO DATA YET!,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Skiploom,65/132, 0.75,Non-Holo,Uncommon,Unlimited,Secret Wonders
Skiploom,65/132, 1.04,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Smeargle,66/132, 1.01,Non-Holo,Uncommon,Unlimited,Secret Wonders
Smeargle,66/132, 1.95,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Smoochum,67/132, 1.15,Non-Holo,Uncommon,Unlimited,Secret Wonders
Smoochum,67/132, 7.70,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Unown K,68/132, 1.04,Non-Holo,Uncommon,Unlimited,Secret Wonders
Unown K,68/132,NO DATA YET!,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Unown N,69/132, 0.75,Non-Holo,Uncommon,Unlimited,Secret Wonders
Unown N,69/132, 1.04,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Unown O,70/132, 0.54,Non-Holo,Uncommon,Unlimited,Secret Wonders
Unown O,70/132, 1.29,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Unown X,71/132, 0.94,Non-Holo,Uncommon,Unlimited,Secret Wonders
Unown X,71/132, 0.09,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Unown Z,72/132, 2.02,Non-Holo,Uncommon,Unlimited,Secret Wonders
Unown Z,72/132, 4.04,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Venomoth,73/132, 1.59,Non-Holo,Uncommon,Unlimited,Secret Wonders
Venomoth,73/132, 4.00,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Vibrava,74/132, 0.99,Non-Holo,Uncommon,Unlimited,Secret Wonders
Vibrava,74/132, 7.00,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Wartortle,75/132, 1.54,Non-Holo,Uncommon,Unlimited,Secret Wonders
Wartortle,75/132, 5.05,Reverse Holo,Uncommon,Unlimited,Secret Wonders
Bagon,76/132, 0.60,Non-Holo,Common,Unlimited,Secret Wonders
Bagon,76/132, 2.95,Reverse Holo,Common,Unlimited,Secret Wonders
Bulbasaur,77/132, 2.55,Non-Holo,Common,Unlimited,Secret Wonders
Bulbasaur,77/132,NO DATA YET!,Reverse Holo,Common,Unlimited,Secret Wonders
Burmy Plant Cloak,78/132, 5.00,Non-Holo,Promo,Gold Snowflake,Secret Wonders
Burmy Plant Cloak,78/132, 2.09,Non-Holo,Common,Unlimited,Secret Wonders
Burmy Plant Cloak,78/132,NO DATA YET!,Reverse Holo,Common,Unlimited,Secret Wonders
Burmy Sandy Cloak,79/132, 2.09,Non-Holo,Common,Unlimited,Secret Wonders
Burmy Sandy Cloak,79/132,NO DATA YET!,Reverse Holo,Common,Unlimited,Secret Wonders
Burmy Trash Cloak,80/132, 1.54,Non-Holo,Common,Unlimited,Secret Wonders
Burmy Trash Cloak,80/132, 2.05,Reverse Holo,Common,Unlimited,Secret Wonders
Carvanha,81/132, 0.99,Non-Holo,Common,Unlimited,Secret Wonders
Carvanha,81/132,NO DATA YET!,Reverse Holo,Common,Unlimited,Secret Wonders
Charmander,82/132, 1.78,Non-Holo,Common,Unlimited,Secret Wonders
Charmander,82/132,NO DATA YET!,Reverse Holo,Common,Unlimited,Secret Wonders
Clefairy,83/132, 1.18,Non-Holo,Common,Unlimited,Secret Wonders
Clefairy,83/132, 3.04,Reverse Holo,Common,Unlimited,Secret Wonders
Corsola,84/132, 0.45,Non-Holo,Common,Unlimited,Secret Wonders
Corsola,84/132, 4.09,Reverse Holo,Common,Unlimited,Secret Wonders
Diglett,85/132, 0.70,Non-Holo,Common,Unlimited,Secret Wonders
Diglett,85/132, 0.99,Reverse Holo,Common,Unlimited,Secret Wonders
Duskull,86/132, 0.04,Non-Holo,Common,Unlimited,Secret Wonders
Duskull,86/132, 1.10,Reverse Holo,Common,Unlimited,Secret Wonders
Electabuzz,87/132, 0.25,Non-Holo,Common,Unlimited,Secret Wonders
Electabuzz,87/132, 2.09,Reverse Holo,Common,Unlimited,Secret Wonders
Grimer,88/132, 0.84,Non-Holo,Common,Unlimited,Secret Wonders
Grimer,88/132, 0.59,Reverse Holo,Common,Unlimited,Secret Wonders
Growlithe,89/132, 0.91,Non-Holo,Common,Unlimited,Secret Wonders
Growlithe,89/132, 8.95,Reverse Holo,Common,Unlimited,Secret Wonders
Hoppip,90/132, 0.60,Non-Holo,Common,Unlimited,Secret Wonders
Hoppip,90/132, 1.60,Reverse Holo,Common,Unlimited,Secret Wonders
Lickitung,91/132, 1.21,Non-Holo,Common,Unlimited,Secret Wonders
Lickitung,91/132, 0.59,Reverse Holo,Common,Unlimited,Secret Wonders
Lotad,92/132, 0.55,Non-Holo,Common,Unlimited,Secret Wonders
Lotad,92/132, 2.09,Reverse Holo,Common,Unlimited,Secret Wonders
Magmar,93/132, 0.90,Non-Holo,Common,Unlimited,Secret Wonders
Magmar,93/132, 5.04,Reverse Holo,Common,Unlimited,Secret Wonders
Mareep,94/132, 0.25,Non-Holo,Common,Unlimited,Secret Wonders
Mareep,94/132, 1.85,Reverse Holo,Common,Unlimited,Secret Wonders
Murkrow,95/132, 1.24,Non-Holo,Common,Unlimited,Secret Wonders
Murkrow,95/132, 2.00,Reverse Holo,Common,Unlimited,Secret Wonders
Natu,96/132,NO DATA YET!,Non-Holo,Common,Unlimited,Secret Wonders
Natu,96/132, 0.75,Reverse Holo,Common,Unlimited,Secret Wonders
Nidoran,97/132, 0.58,Non-Holo,Common,Unlimited,Secret Wonders
Nidoran,97/132, 3.04,Reverse Holo,Common,Unlimited,Secret Wonders
Phanpy,98/132, 1.04,Non-Holo,Common,Unlimited,Secret Wonders
Phanpy,98/132, 1.00,Reverse Holo,Common,Unlimited,Secret Wonders
Pidgey,99/132, 1.27,Non-Holo,Common,Unlimited,Secret Wonders
Pidgey,99/132, 8.04,Reverse Holo,Common,Unlimited,Secret Wonders
Psyduck,100/132, 9.63,Non-Holo,Common,Unlimited,Secret Wonders
Psyduck,100/132, 7.78,Reverse Holo,Common,Unlimited,Secret Wonders
Qwilfish,101/132, 0.90,Non-Holo,Common,Unlimited,Secret Wonders
Qwilfish,101/132, 1.54,Reverse Holo,Common,Unlimited,Secret Wonders
Ralts,102/132, 0.90,Non-Holo,Common,Unlimited,Secret Wonders
Ralts,102/132, 2.93,Reverse Holo,Common,Unlimited,Secret Wonders
Rattata,103/132, 2.75,Non-Holo,Common,Unlimited,Secret Wonders
Rattata,103/132, 0.55,Reverse Holo,Common,Unlimited,Secret Wonders
Sentret,104/132, 0.65,Non-Holo,Common,Unlimited,Secret Wonders
